"Name","Hash","Size","Origin","Path"
"intro.anim","F1A52F2C48CE5FF5B21B466A6A7D97CFF8165F07D8445DEB05E304272655486B","7287","BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Animacoes\Boss\intro.anim"
"intro.anim","6EB6F3A83CAEDD0631B3CBB57B5D0348677866C50A08D91C736000212D0DF1CF","7130","ChegaComJhon","Assets\RecursosUnificados\ChegaComJhon\Animacoes\Boss\intro.anim"
"LiberationSans - OFL.txt","37F8552E9A874EC10710DC0EDE6A9ADF168E6609FBD02A507F35629373B85A48","4469","BranchPedrao","Assets\RecursosUnificados\BranchPedrao\TextMesh Pro\Fonts\LiberationSans - OFL.txt"
"LiberationSans - OFL.txt","A130E89B7B2326B599C4B2BBD873EAAE63FEDA407541A2899CB8ACB306723DE6","4514","ColegaTeste","Assets\RecursosUnificados\ColegaTeste\ProjetoPlayerJhonas\TextMesh Pro\Fonts\LiberationSans - OFL.txt"
"LiberationSans SDF - Drop Shadow.mat","B6B65C34E4907DD3006C2217FC8A4CEF81B6DA24DF0A3DE8E2288199EB6C5A9D","2975","BranchPedrao","Assets\RecursosUnificados\BranchPedrao\TextMesh Pro\Resources\Fonts & Materials\LiberationSans SDF - Drop Shadow.mat"
"LiberationSans SDF - Drop Shadow.mat","73F941D7702C761483BB184FAD6E262648032969F0F310344155758B8FAD764F","3081","ColegaTeste","Assets\RecursosUnificados\ColegaTeste\ProjetoPlayerJhonas\TextMesh Pro\Resources\Fonts & Materials\LiberationSans SDF - Drop Shadow.mat"
"LiberationSans SDF - Fallback.asset","E2D77876F2B90D98BA2424F6FC32B1403EA701DE8FD24A8FE8E571ECC3CDC10A","9365","BranchPedrao","Assets\RecursosUnificados\BranchPedrao\TextMesh Pro\Resources\Fonts & Materials\LiberationSans SDF - Fallback.asset"
"LiberationSans SDF - Fallback.asset","6CD2FAA131F346F601036104691F0223744C5806A51CEEC454E6D4FF3BB6831D","9713","ColegaTeste","Assets\RecursosUnificados\ColegaTeste\ProjetoPlayerJhonas\TextMesh Pro\Resources\Fonts & Materials\LiberationSans SDF - Fallback.asset"
"LiberationSans SDF - Outline.mat","25874340976D40E9F9E8ABF731B7F32E5A478541DEAD9288140BD60C7A3287D9","2889","BranchPedrao","Assets\RecursosUnificados\BranchPedrao\TextMesh Pro\Resources\Fonts & Materials\LiberationSans SDF - Outline.mat"
"LiberationSans SDF - Outline.mat","4A07F16FCFA697F984D78B7ACC005985FE45A256B4BF8B7907FAEA08075B4961","2993","ColegaTeste","Assets\RecursosUnificados\ColegaTeste\ProjetoPlayerJhonas\TextMesh Pro\Resources\Fonts & Materials\LiberationSans SDF - Outline.mat"
