"Scene","Line","Guid","Property","Raw"
"Assets\Scenes\Unificadas\Unified_ColegaTeste_Scenes_CenaDoCT.unity","1358","a97c105638bdf8b4a8650670310a4cd3","m_Materials","- {fileID: 2100000, guid: a97c105638bdf8b4a8650670310a4cd3, type: 2}"
"Assets\Scenes\Unificadas\Unified_ColegaTeste_Scenes_Mapa_Base.unity","11","00000000000000000000000000000000","m_SceneGUID","m_SceneGUID: 00000000000000000000000000000000"
"Assets\Scenes\Unificadas\Unified_ColegaTeste_Scenes_Mapa_Base.unity","34","0000000000000000e000000000000000","m_SpotCookie","m_SpotCookie: {fileID: 10001, guid: 0000000000000000e000000000000000, type: 0}"
"Assets\Scenes\Unificadas\Unified_ColegaTeste_Scenes_Mapa_Base.unity","96","0000000000000000f000000000000000","m_LightingDataAsset","m_LightingDataAsset: {fileID: 20201, guid: 0000000000000000f000000000000000, type: 0}"
"Assets\Scenes\Unificadas\Unified_ColegaTeste_Scenes_SampleScene.unity","11","00000000000000000000000000000000","m_SceneGUID","m_SceneGUID: 00000000000000000000000000000000"
"Assets\Scenes\Unificadas\Unified_ColegaTeste_Scenes_SampleScene.unity","34","0000000000000000e000000000000000","m_SpotCookie","m_SpotCookie: {fileID: 10001, guid: 0000000000000000e000000000000000, type: 0}"
"Assets\Scenes\Unificadas\Unified_ColegaTeste_Scenes_SampleScene.unity","181","a97c105638bdf8b4a8650670310a4cd3","m_Materials","- {fileID: 2100000, guid: a97c105638bdf8b4a8650670310a4cd3, type: 2}"
"Assets\Scenes\Unificadas\Unified_ColegaTeste_Scenes_SampleScene.unity","1412","a97c105638bdf8b4a8650670310a4cd3","m_Materials","- {fileID: 2100000, guid: a97c105638bdf8b4a8650670310a4cd3, type: 2}"
"Assets\Scenes\Unificadas\Unified_ColegaTeste_Scenes_SampleScene.unity","1653","a79441f348de89743a2939f4d699eac1","m_Script","m_Script: {fileID: 11500000, guid: a79441f348de89743a2939f4d699eac1, type: 3}"
"Assets\Scenes\Unificadas\Unified_ColegaTeste_Scenes_SampleScene.unity","1763","72ece51f2901e7445ab60da3685d6b5f","m_Script","m_Script: {fileID: 11500000, guid: 72ece51f2901e7445ab60da3685d6b5f, type: 3}"
"Assets\Scenes\Unificadas\Unified_ColegaTeste_Scenes_SampleScene.unity","1812","073797afb82c5a1438f328866b10b3f0","m_Script","m_Script: {fileID: 11500000, guid: 073797afb82c5a1438f328866b10b3f0, type: 3}"
"Assets\Scenes\Unificadas\Unified_ColegaTeste_Scenes_SampleScene.unity","1897","886251e9a18ece04ea8e61686c173e1b","m_Script","m_Script: {fileID: 11500000, guid: 886251e9a18ece04ea8e61686c173e1b, type: 3}"
"Assets\Scenes\Unificadas\Unified_ColegaTeste_Scenes_SampleScene.unity","1928","f9dfa5b682dcd46bda6128250e975f58","m_Script","m_Script: {fileID: 11500000, guid: f9dfa5b682dcd46bda6128250e975f58, type: 3}"
"Assets\Scenes\Unificadas\Unified_ColegaTeste_Scenes_SampleScene.unity","2070","a97c105638bdf8b4a8650670310a4cd3","m_Materials","- {fileID: 2100000, guid: a97c105638bdf8b4a8650670310a4cd3, type: 2}"
"Assets\Scenes\Unificadas\Unified_ColegaTeste_Scenes_SampleScene.unity","25189","a97c105638bdf8b4a8650670310a4cd3","m_Materials","- {fileID: 2100000, guid: a97c105638bdf8b4a8650670310a4cd3, type: 2}"
"Assets\Scenes\Unificadas\Unified_ColegaTeste_Scenes_SampleScene.unity","25384","a97c105638bdf8b4a8650670310a4cd3","m_Materials","- {fileID: 2100000, guid: a97c105638bdf8b4a8650670310a4cd3, type: 2}"
"Assets\Scenes\Unificadas\Unified_ColegaTeste_Scenes_SampleScene.unity","25565","a97c105638bdf8b4a8650670310a4cd3","m_Materials","- {fileID: 2100000, guid: a97c105638bdf8b4a8650670310a4cd3, type: 2}"
